Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	ttr_lemma_chunks_100	ttr_lemma_chunks_200	ttr_form_chunks_100	ttr_form_chunks_200	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_INTJ	upos_dist_NOUN	upos_dist_NUM	upos_dist_PART	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Fut	verbs_tense_dist_Imp	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Cnd	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_mood_dist_Sub	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_Plur+1	verbs_num_pers_dist_Plur+2	verbs_num_pers_dist_Plur+3	verbs_num_pers_dist_Sing+1	verbs_num_pers_dist_Sing+2	verbs_num_pers_dist_Sing+3	aux_tense_dist_Fut	aux_tense_dist_Imp	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Cnd	aux_mood_dist_Ind	aux_mood_dist_Sub	aux_form_dist_Fin	aux_form_dist_Ger	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_Plur+1	aux_num_pers_dist_Plur+2	aux_num_pers_dist_Plur+3	aux_num_pers_dist_Sing+1	aux_num_pers_dist_Sing+2	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_det:poss	dep_dist_det:predet	dep_dist_discourse	dep_dist_expl	dep_dist_expl:impers	dep_dist_expl:pass	dep_dist_fixed	dep_dist_flat	dep_dist_flat:foreign	dep_dist_flat:name	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:agent	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_vocative	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3
TR659788.conllu	80	647	8.0875	3.8113948919449903	0.54	0.565	0.55	0.63	4.01854714064915	6.800618238021638	7.5734157650695515	3.2457496136012365	0.9273570324574961	8.191653786707883	1.545595054095827	15.301391035548686	0.46367851622874806	0.1545595054095827	5.564142194744977	4.636785162287481	21.32921174652241	1.2364760432766615	8.346213292117465	10.664605873261205	0.5068762278978389	0	2.0833333333333335	8.333333333333334	89.58333333333333	0	15.909090909090908	84.0909090909091	0	81.48148148148148	1.8518518518518519	9.25925925925926	7.407407407407407	4.545454545454546	0	0	45.45454545454545	20.454545454545453	29.545454545454547	0	0	0	100.0	0	100.0	0	100.0	0	0	0	0	0	76.19047619047619	9.523809523809524	4.761904761904762	9.523809523809524	0.875	62.5	2.3703703703703702	0	20.37037037037037	38.888888888888886	25.925925925925927	12.962962962962964	1.8518518518518519	0	2.0375	9.242857142857142	4.5625	2.1724941724941726	10	1.1	10	90.0	10.0	0	33.333333333333336	66.66666666666667	88.23529411764706	11.764705882352942	0.3091190108191654	0.6182380216383307	0.7727975270479135	7.2642967542503865	1.2364760432766615	1.0819165378670788	0.7727975270479135	0	6.3369397217928904	0.9273570324574961	0.1545595054095827	2.3183925811437405	3.400309119010819	2.6275115919629055	0	7.882534775888717	0.1545595054095827	0	0.46367851622874806	0.7727975270479135	0	0	0.3091190108191654	0	7.2642967542503865	0.46367851622874806	0.7727975270479135	1.7001545595054095	3.091190108191654	5.255023183925811	0	0.46367851622874806	4.7913446676970635	3.400309119010819	0	0.1545595054095827	21.638330757341578	12.364760432766616	0.1545595054095827	1.0819165378670788	80.64516129032258	19.35483870967742	41.666666666666664	58.333333333333336	1.0909090909090908	90.9090909090909	9.090909090909092	0
TR393223.conllu	93	628	6.752688172043011	3.6572052401746724	0.74	0.58	0.8	0.66	2.5477707006369426	8.121019108280255	3.821656050955414	3.343949044585987	4.45859872611465	5.254777070063694	1.1146496815286624	14.171974522292993	0.47770700636942676	0.1592356687898089	6.687898089171974	13.05732484076433	27.070063694267517	1.7515923566878981	7.961783439490445	0	0.5698689956331878	2.3255813953488373	0	18.6046511627907	79.06976744186046	0	0	100.0	0	72.0	0	14.0	14.0	0	2.7777777777777777	16.666666666666668	25.0	13.88888888888889	41.666666666666664	0	0	0	100.0	0	100.0	0	100.0	0	0	0	4.761904761904762	0	14.285714285714286	33.333333333333336	19.047619047619047	28.571428571428573	0.6236559139784946	43.01075268817204	2.06	6.0	28.0	34.0	22.0	6.0	4.0	0	1.924731182795699	10.827586206896552	3.903225806451613	2.2958904109589042	11	1.0333333333333334	30	96.66666666666667	3.3333333333333335	0	32.0	68.0	63.63636363636363	36.36363636363637	0.3184713375796178	0	0.6369426751592356	3.821656050955414	1.2738853503184713	4.45859872611465	1.2738853503184713	0	7.484076433121019	4.45859872611465	0	0	3.821656050955414	2.070063694267516	0	4.936305732484076	0.3184713375796178	0	0.47770700636942676	1.7515923566878981	0.1592356687898089	0	0	0	0	1.2738853503184713	0.6369426751592356	2.229299363057325	6.528662420382165	3.5031847133757963	0	0.3184713375796178	3.343949044585987	2.070063694267516	0	0.1592356687898089	27.070063694267517	14.80891719745223	0	0.7961783439490446	74.07407407407408	25.925925925925927	64.28571428571429	35.714285714285715	1.0	100.0	0	0
TR517908.conllu	87	503	5.781609195402299	4.198770491803279	0.64	0.6	0.73	0.7	4.174950298210735	6.560636182902584	6.163021868787276	2.584493041749503	1.1928429423459244	12.524850894632207	0.5964214711729622	18.290258449304176	0.1988071570576541	0	10.139165009940358	3.9761431411530817	2.982107355864811	9.74155069582505	20.675944333996025	0.1988071570576541	0.5491803278688525	0	5.319148936170213	6.382978723404255	88.29787234042553	0	3.3707865168539324	95.50561797752809	1.1235955056179776	85.57692307692308	1.9230769230769231	7.6923076923076925	4.8076923076923075	0	0	8.98876404494382	10.112359550561798	42.69662921348315	38.20224719101124	0	15.384615384615385	0	84.61538461538461	0	100.0	0	100.0	0	0	0	0	0	15.384615384615385	23.076923076923077	15.384615384615385	46.15384615384615	1.2413793103448276	67.816091954023	1.9615384615384615	0.9615384615384616	26.923076923076923	52.88461538461539	13.461538461538462	5.769230769230769	0	0	2.3563218390804597	4.657407407407407	2.8620689655172415	1.7306733167082293	7	1.1666666666666667	12	91.66666666666667	0	8.333333333333334	36.0	64.0	74.07407407407408	25.925925925925927	0	0.9940357852882704	7.355864811133201	5.7654075546719685	2.783300198807157	0	1.5904572564612327	0	5.566600397614314	1.1928429423459244	0.3976143141153082	0.7952286282306164	0.9940357852882704	0.9940357852882704	0	11.928429423459244	0.7952286282306164	0	0.3976143141153082	1.1928429423459244	0	0	0.7952286282306164	0	0	1.3916500994035785	2.783300198807157	10.139165009940358	5.964214711729622	5.36779324055666	0	0.1988071570576541	7.157057654075547	2.1868787276341948	0	0	2.982107355864811	17.296222664015904	0	0.9940357852882704	55.660377358490564	44.339622641509436	87.23404255319149	12.76595744680851	1.3823529411764706	64.70588235294117	32.35294117647059	2.9411764705882355
TR715960.conllu	83	738	8.891566265060241	4.107449856733524	0.7	0.64	0.77	0.74	6.639566395663957	12.195121951219512	5.420054200542006	3.794037940379404	1.4905149051490514	16.531165311653115	0.13550135501355012	23.306233062330623	1.2195121951219512	0.13550135501355012	6.775067750677507	3.794037940379404	5.420054200542006	1.7615176151761518	8.94308943089431	2.4390243902439024	0.5085959885386819	0	7.407407407407407	24.074074074074073	68.51851851851852	0	12.195121951219512	87.8048780487805	0	62.121212121212125	6.0606060606060606	12.121212121212121	19.696969696969695	2.4390243902439024	0	9.75609756097561	36.58536585365854	21.951219512195124	29.26829268292683	0	10.714285714285714	0	89.28571428571429	0	100.0	0	100.0	0	0	0	0	3.5714285714285716	21.428571428571427	17.857142857142858	17.857142857142858	39.285714285714285	0.9518072289156626	54.21686746987952	2.242424242424242	3.0303030303030303	18.181818181818183	42.42424242424242	25.757575757575758	9.090909090909092	1.5151515151515151	0	2.7710843373493974	9.341772151898734	4.759036144578313	2.149593495934959	10	1.1891891891891893	37	83.78378378378379	13.513513513513514	2.7027027027027026	36.111111111111114	63.888888888888886	75.67567567567568	24.324324324324323	0.5420054200542005	0.948509485094851	2.032520325203252	4.878048780487805	5.013550135501355	0.948509485094851	1.6260162601626016	0	12.330623306233063	1.3550135501355014	0.4065040650406504	1.2195121951219512	1.7615176151761518	2.032520325203252	0	14.227642276422765	2.032520325203252	0.27100271002710025	0	1.3550135501355014	0.13550135501355012	0	0.27100271002710025	0	1.897018970189702	0.5420054200542005	0.5420054200542005	1.6260162601626016	8.672086720867208	5.013550135501355	0	1.084010840108401	4.336043360433604	5.555555555555555	0	0.13550135501355012	5.420054200542006	11.246612466124661	0	0.5420054200542005	59.21052631578947	40.78947368421053	74.19354838709677	25.806451612903224	1.1071428571428572	89.28571428571429	10.714285714285714	0
TR342506.conllu	50	446	8.92	3.841095890410959	0.76	0.545	0.84	0.6	2.4663677130044843	9.192825112107624	6.95067264573991	3.587443946188341	3.587443946188341	6.95067264573991	2.0179372197309418	13.452914798206278	2.4663677130044843	0	7.623318385650224	10.986547085201794	18.161434977578477	2.690582959641256	9.192825112107624	0.672645739910314	0.5260273972602739	0	0	12.5	87.5	2.857142857142857	14.285714285714286	82.85714285714286	0	85.36585365853658	0	2.4390243902439024	12.195121951219512	5.714285714285714	0	0	31.428571428571427	37.142857142857146	25.714285714285715	0	18.75	0	81.25	0	100.0	0	100.0	0	0	0	37.5	0	25.0	25.0	12.5	0	0.94	38.0	2.341463414634146	2.4390243902439024	31.70731707317073	26.829268292682926	19.51219512195122	9.75609756097561	7.317073170731708	2.4390243902439024	2.5	9.48936170212766	4.72	2.323809523809524	10	1.1	10	90.0	10.0	0	53.57142857142857	46.42857142857143	82.3529411764706	17.647058823529413	0.2242152466367713	0.672645739910314	1.5695067264573992	7.174887892376682	2.242152466367713	2.0179372197309418	0.2242152466367713	0	8.968609865470851	3.1390134529147984	1.345291479820628	0	5.15695067264574	2.690582959641256	0	6.278026905829597	0.4484304932735426	0	0.672645739910314	1.345291479820628	0	0.672645739910314	0.4484304932735426	0	0.4484304932735426	1.5695067264573992	1.345291479820628	2.242152466367713	4.708520179372197	3.1390134529147984	0.672645739910314	0.8968609865470852	4.932735426008969	3.811659192825112	0.672645739910314	0.2242152466367713	18.83408071748879	11.210762331838565	0	0	57.57575757575758	42.42424242424242	71.42857142857143	28.571428571428573	1.0	100.0	0	0
TR630673.conllu	242	1668	6.892561983471074	4.701789264413519	0.74	0.655	0.84	0.73	6.534772182254197	9.172661870503598	8.273381294964029	3.41726618705036	5.39568345323741	8.69304556354916	0.47961630695443647	17.32613908872902	1.9184652278177459	0	8.213429256594724	4.196642685851319	9.532374100719425	1.079136690647482	12.11031175059952	3.657074340527578	0.5354539430086149	0.5376344086021505	1.6129032258064515	27.419354838709676	70.43010752688173	0	15.333333333333334	84.66666666666667	0	74.25742574257426	0.49504950495049505	7.425742574257426	17.821782178217823	4.0	2.0	10.0	12.0	16.0	56.0	1.7857142857142858	1.7857142857142858	16.071428571428573	80.35714285714286	2.127659574468085	97.87234042553192	0	82.45614035087719	0	1.7543859649122806	15.789473684210526	12.76595744680851	0	4.25531914893617	42.5531914893617	2.127659574468085	38.297872340425535	0.8842975206611571	59.917355371900825	2.1435643564356437	12.437810945273633	23.880597014925375	26.865671641791046	18.407960199004975	11.940298507462687	3.9800995024875623	2.487562189054726	2.0950413223140494	7.794392523364486	3.5785123966942147	2.1073401736385162	14	1.0612244897959184	49	93.87755102040816	6.122448979591836	0	36.08247422680412	63.91752577319588	77.38095238095238	22.61904761904762	0.23980815347721823	0.3597122302158273	1.079136690647482	7.973621103117506	5.275779376498801	0.47961630695443647	2.338129496402878	0.11990407673860912	8.872901678657074	5.335731414868105	0.2997601918465228	0.23980815347721823	5.275779376498801	0.8992805755395683	0	8.393285371702637	0.23980815347721823	0	0.17985611510791366	1.9784172661870503	0.11990407673860912	0	0.11990407673860912	0.23980815347721823	2.3980815347721824	0.6594724220623501	0.9592326139088729	1.079136690647482	4.556354916067146	4.856115107913669	0.17985611510791366	1.1390887290167866	4.856115107913669	4.73621103117506	0.05995203836930456	0.05995203836930456	9.532374100719425	14.508393285371703	0	0.3597122302158273	81.46067415730337	18.53932584269663	48.484848484848484	51.515151515151516	1.064516129032258	93.54838709677419	6.451612903225806	0
TR710367.conllu	58	387	6.672413793103448	4.2782369146005506	0.58	0.495	0.72	0.645	3.10077519379845	17.05426356589147	8.785529715762275	2.0671834625322996	3.359173126614987	8.268733850129198	0.25839793281653745	13.436692506459949	0.7751937984496124	0	14.987080103359173	2.0671834625322996	6.2015503875969	3.10077519379845	16.537467700258397	0	0.46831955922865015	0	0	36.0	64.0	0	9.375	90.625	0	50.0	0	21.875	28.125	6.25	0	28.125	18.75	15.625	31.25	0	25.0	0	75.0	0	87.5	12.5	100.0	0	0	0	37.5	0	12.5	12.5	0	37.5	1.1551724137931034	62.06896551724138	2.390625	0	20.3125	39.0625	25.0	12.5	3.125	0	2.3793103448275863	5.776119402985074	3.6724137931034484	1.9278688524590164	11	1.0	12	100.0	0	0	79.3103448275862	20.689655172413794	50.0	50.0	1.8087855297157622	1.0335917312661498	1.8087855297157622	7.751937984496124	1.0335917312661498	0	1.2919896640826873	0	13.436692506459949	3.359173126614987	1.550387596899225	0	1.2919896640826873	0.7751937984496124	0	6.718346253229974	0.25839793281653745	0.5167958656330749	0.25839793281653745	2.842377260981912	0.25839793281653745	0	1.0335917312661498	0	0	0.25839793281653745	4.134366925064599	6.718346253229974	3.6175710594315245	5.684754521963824	0	0.5167958656330749	3.359173126614987	6.2015503875969	0	0	6.2015503875969	14.987080103359173	0	1.2919896640826873	55.38461538461539	44.61538461538461	75.86206896551724	24.137931034482758	1.0357142857142858	96.42857142857143	3.5714285714285716	0
TR155230.conllu	70	552	7.885714285714286	3.8078358208955225	0.54	0.425	0.59	0.475	3.9855072463768115	9.420289855072463	3.6231884057971016	2.1739130434782608	2.898550724637681	22.10144927536232	0.18115942028985507	22.82608695652174	0.36231884057971014	0	4.7101449275362315	9.601449275362318	2.898550724637681	1.0869565217391304	12.318840579710145	1.8115942028985508	0.539179104477612	3.7037037037037037	0	14.814814814814815	81.48148148148148	0	0	100.0	0	76.47058823529412	0	20.58823529411765	2.9411764705882355	0	0	7.6923076923076925	7.6923076923076925	0	84.61538461538461	0	16.666666666666668	0	83.33333333333333	0	100.0	0	100.0	0	0	0	0	0	0	16.666666666666668	0	83.33333333333333	1.0857142857142856	71.42857142857143	2.411764705882353	3.0303030303030303	15.151515151515152	39.39393939393939	21.21212121212121	18.181818181818183	0	3.0303030303030303	2.557142857142857	7.2631578947368425	3.7	1.9527896995708154	9	1.1176470588235294	17	88.23529411764706	11.764705882352942	0	17.391304347826086	82.6086956521739	96.15384615384616	3.8461538461538463	0.7246376811594203	0.7246376811594203	1.4492753623188406	3.6231884057971016	2.536231884057971	0	0.36231884057971014	0	8.695652173913043	2.898550724637681	0.36231884057971014	0	1.9927536231884058	1.8115942028985508	0	21.3768115942029	0.7246376811594203	0	0.18115942028985507	0	0	0	0	0	1.2681159420289856	3.4420289855072466	0	2.1739130434782608	5.615942028985507	9.420289855072463	0	0.36231884057971014	8.333333333333334	3.8043478260869565	0	0	2.898550724637681	12.681159420289855	0	2.536231884057971	69.44444444444444	30.555555555555557	90.9090909090909	9.090909090909092	1.1	90.0	10.0	0
TR800662.conllu	98	487	4.969387755102041	3.8777292576419216	0.57	0.435	0.71	0.545	2.6694045174537986	6.776180698151951	14.168377823408624	6.160164271047228	1.8480492813141685	9.44558521560575	2.0533880903490758	9.650924024640657	0	0	21.971252566735114	0.8213552361396304	5.95482546201232	4.312114989733059	14.168377823408624	0	0.4410480349344978	0	6.779661016949152	25.423728813559322	67.79661016949153	13.636363636363637	13.636363636363637	65.9090909090909	6.818181818181818	63.768115942028984	1.4492753623188406	13.043478260869565	21.73913043478261	2.272727272727273	0	18.181818181818183	25.0	36.36363636363637	18.181818181818183	0	32.142857142857146	0	67.85714285714286	0	67.85714285714286	32.142857142857146	93.33333333333333	3.3333333333333335	3.3333333333333335	0	0	0	3.5714285714285716	32.142857142857146	28.571428571428573	35.714285714285715	0.8469387755102041	47.95918367346939	2.1449275362318843	0	31.884057971014492	36.231884057971016	20.28985507246377	10.144927536231885	0	1.4492753623188406	1.7959183673469388	5.867469879518072	2.7244897959183674	1.9027777777777777	8	1.0	3	100.0	0	0	44.44444444444444	55.55555555555556	87.87878787878788	12.121212121212121	0.4106776180698152	1.6427104722792607	2.4640657084188913	13.552361396303901	1.2320328542094456	0.2053388090349076	3.080082135523614	0	5.95482546201232	1.8480492813141685	1.6427104722792607	0	1.4373716632443532	2.8747433264887063	0.2053388090349076	9.240246406570842	0	0	1.2320328542094456	0.4106776180698152	0.2053388090349076	0	0.4106776180698152	0	0	0	1.0266940451745379	5.13347022587269	1.0266940451745379	6.570841889117043	0	0	6.365503080082136	4.9281314168377826	0	0	6.160164271047228	20.123203285420946	0	0.6160164271047228	57.31707317073171	42.68292682926829	65.71428571428571	34.285714285714285	1.206896551724138	79.3103448275862	20.689655172413794	0
TR274886.conllu	12	144	12.0	4.222222222222222	0.76	0	0.77	0	6.25	5.555555555555555	1.3888888888888888	0.6944444444444444	2.0833333333333335	6.25	1.3888888888888888	12.5	0	0	0.6944444444444444	20.13888888888889	18.75	0	2.7777777777777777	21.52777777777778	0.5299145299145299	0	0	0	100.0	0	25.0	75.0	0	100.0	0	0	0	0	0	0	0	25.0	75.0	0	0	0	100.0	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0.4166666666666667	25.0	1.0	25.0	50.0	25.0	0	0	0	0	2.3333333333333335	28.8	10.0	5.085714285714285	30	1.0	5	100.0	0	0	0	0	100.0	0.0	0	0	0	1.3888888888888888	4.166666666666667	1.3888888888888888	0	0	5.555555555555555	2.0833333333333335	0	1.3888888888888888	11.11111111111111	0.6944444444444444	0	6.25	0	0	0	0	0	0	0	0	17.36111111111111	6.25	0	0	9.722222222222221	2.7777777777777777	0	0	0	1.3888888888888888	0	0.6944444444444444	19.444444444444443	8.333333333333334	0	0	75.0	25.0	0.0	100.0	1.0	100.0	0	0
